city,city_key,latitude,longitude,region_type,state,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-15,32.8,25.0,28.2,37.8,30.5,33.4,0.3,8.4,26.3,95,52,79,982.3,18.0,4.02
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-16,31.4,24.9,27.6,37.1,31.1,33.5,4.8,8.6,32.4,100,67,86,981.8,17.34,3.67
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-17,32.9,24.6,28.1,38.4,29.7,33.5,0.7,8.9,25.2,98,52,79,981.3,21.0,4.51
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-18,33.6,23.9,27.9,39.1,28.9,33.0,0.8,15.8,34.6,100,52,79,983.6,21.31,4.67
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-19,33.0,23.1,27.2,36.9,27.4,31.9,0.0,11.9,28.8,94,53,78,986.1,20.39,4.49
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-20,32.7,24.1,27.9,36.6,28.5,32.1,0.0,15.2,36.4,94,54,75,985.8,21.59,4.91
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-21,33.1,22.8,27.5,37.4,26.4,31.7,0.0,13.2,29.9,94,52,76,983.8,22.12,4.87
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-22,32.3,23.3,27.4,39.5,27.8,32.7,1.1,11.0,28.1,95,66,82,983.1,19.84,4.24
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-23,32.0,24.2,27.9,38.9,29.6,33.4,0.8,9.6,23.4,97,67,83,982.3,18.53,3.97
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-24,33.6,23.4,28.3,40.1,28.2,33.5,0.0,8.4,16.6,98,49,77,980.4,20.3,4.46
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-25,33.4,24.2,28.1,37.7,28.8,32.8,0.0,9.5,29.2,92,51,74,982.0,20.36,4.55
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-26,34.3,23.4,28.2,36.9,26.3,31.1,0.0,17.1,32.8,87,41,66,984.0,21.59,5.4
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-27,33.5,22.4,27.6,37.0,25.2,30.8,0.0,13.2,28.1,85,44,67,984.0,21.48,5.07
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-28,34.3,22.1,27.8,38.5,25.2,31.5,0.0,10.5,22.3,91,42,69,984.6,20.47,4.74
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-29,34.9,23.0,28.3,37.1,26.9,31.7,0.0,14.0,28.8,93,37,66,985.1,21.12,5.06
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-09-30,34.9,22.4,27.7,36.2,25.1,30.3,0.0,14.9,30.2,88,32,64,984.9,21.57,5.29
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-01,34.7,20.1,26.5,36.0,22.3,28.6,0.0,12.6,26.6,91,30,64,985.8,21.86,5.25
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-02,35.5,20.7,27.1,36.9,22.7,29.1,0.0,13.6,27.4,84,30,62,985.7,21.43,5.32
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-03,36.3,20.4,27.5,37.8,22.2,29.6,0.0,10.9,22.3,84,27,61,984.2,21.34,5.29
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-04,36.2,20.2,27.5,39.6,21.5,29.8,0.0,10.2,19.1,84,31,60,984.6,21.14,4.98
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-05,36.4,20.6,27.8,39.0,22.1,30.0,0.0,10.8,19.4,84,27,59,985.1,21.12,5.13
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-06,35.2,21.0,27.5,37.9,23.5,30.0,0.0,12.8,25.2,92,36,65,986.9,20.42,5.09
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-07,34.4,21.1,27.0,37.1,23.6,29.7,0.0,12.3,23.8,88,38,67,987.2,20.21,4.82
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-08,33.4,21.8,26.6,36.4,25.1,29.8,0.0,11.2,26.3,95,44,73,988.3,19.88,4.57
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-09,33.5,20.7,26.7,36.9,23.4,30.0,0.0,9.7,22.0,95,43,72,988.5,19.55,4.45
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-10,32.1,23.1,27.1,36.1,26.3,30.6,0.0,12.5,26.6,90,51,72,989.2,18.26,4.13
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-11,32.4,22.9,27.2,38.1,26.6,31.2,2.1,10.6,22.0,91,53,74,986.5,18.7,4.19
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-12,32.5,21.5,26.4,36.2,22.3,29.3,0.8,15.5,25.6,88,52,71,983.9,17.1,4.17
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-13,31.6,20.0,24.8,34.9,21.6,27.1,0.0,12.1,29.9,91,47,72,985.7,18.71,4.17
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-14,31.8,21.0,25.7,35.5,24.0,28.8,0.0,8.7,20.5,95,48,73,986.3,19.09,4.19
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-15,32.2,20.8,25.9,35.7,23.5,28.6,0.0,8.8,19.8,92,43,70,987.0,18.57,4.18
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-16,32.5,21.0,26.2,35.7,23.4,29.2,0.0,7.8,19.1,91,42,70,986.5,17.46,3.95
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-17,32.4,22.2,26.7,35.1,25.0,29.5,0.0,8.0,21.2,87,41,67,984.9,18.23,4.19
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-18,32.1,21.5,26.1,34.6,24.0,28.9,0.0,8.4,23.0,87,42,68,983.5,17.77,3.99
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-19,31.5,21.2,25.6,34.5,23.7,28.1,0.0,9.0,17.6,89,42,68,983.4,18.74,4.16
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-20,32.8,19.7,25.6,35.7,21.7,28.1,0.0,9.1,22.0,91,40,69,985.0,18.3,4.15
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-21,33.1,20.9,26.1,36.3,22.8,28.8,0.0,8.4,17.6,86,39,67,986.1,18.04,4.07
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-22,32.2,19.5,25.3,34.9,21.4,27.5,0.0,10.8,25.2,90,38,66,986.1,17.79,4.07
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-23,30.0,19.2,23.7,31.1,19.8,24.3,0.0,10.4,26.3,78,37,60,986.8,18.71,4.32
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-24,30.0,17.8,23.3,30.6,18.4,23.9,0.0,11.3,24.8,83,36,61,988.1,18.55,4.22
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-25,30.7,18.2,23.4,29.4,18.2,23.6,0.0,14.7,30.6,79,27,58,989.2,18.72,4.41
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-26,31.8,17.5,23.9,32.4,17.4,24.5,0.0,13.8,28.4,77,36,59,989.1,18.35,4.37
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-27,32.1,18.5,24.5,31.8,20.0,25.7,0.0,12.5,26.6,86,31,61,986.9,18.14,4.17
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-28,31.5,18.1,24.2,32.4,19.7,25.8,0.0,10.2,22.0,89,29,66,984.6,18.14,4.02
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-29,32.4,17.9,24.3,34.7,18.3,25.6,0.0,10.3,20.2,90,34,64,985.0,17.66,4.03
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-30,30.5,19.7,24.3,31.8,20.6,25.5,0.0,10.9,22.7,84,42,66,986.8,13.42,3.46
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-10-31,31.3,18.9,23.9,33.3,20.2,25.6,0.0,12.4,29.2,93,38,69,988.3,17.07,3.77
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-01,31.3,17.6,23.6,32.5,18.7,24.9,0.0,9.7,20.2,92,34,66,989.4,17.37,3.91
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-02,31.1,17.6,23.5,32.5,18.1,24.5,0.0,10.1,22.7,84,34,61,990.5,16.69,3.62
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-03,30.8,17.4,22.9,31.3,17.3,23.6,0.0,12.6,22.7,82,33,62,990.8,16.79,3.87
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-04,29.7,16.6,22.1,30.8,17.5,23.3,0.0,9.9,18.0,92,37,69,990.7,16.63,3.49
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-05,29.2,17.8,22.4,30.4,19.1,23.7,0.0,8.6,18.7,82,38,65,989.9,17.05,3.43
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-06,28.4,17.1,22.1,29.1,17.3,22.8,0.0,10.0,23.8,82,41,65,989.9,14.61,3.26
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-07,28.1,17.8,22.1,28.4,18.1,22.9,0.0,9.8,22.3,84,37,66,992.1,16.31,3.41
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-08,28.7,16.8,22.2,30.0,18.1,23.6,0.0,9.3,19.1,91,41,70,992.0,16.43,3.39
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-09,28.1,16.4,21.7,29.1,17.2,22.8,0.0,8.9,18.4,92,43,71,991.1,14.55,3.05
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-10,29.0,15.7,21.4,29.8,16.4,22.2,0.0,9.2,18.0,96,37,68,989.9,16.37,3.37
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-11,28.6,15.3,20.7,29.4,15.4,21.1,0.0,9.7,17.6,90,36,67,988.5,16.4,3.32
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-12,26.3,17.7,20.6,26.0,17.1,20.5,0.0,11.4,27.0,78,43,66,988.0,15.05,3.29
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-13,26.6,16.1,20.3,25.3,16.3,20.2,0.0,16.4,36.4,84,44,67,988.8,15.34,3.31
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-14,26.8,16.0,20.3,25.8,15.4,19.7,0.0,15.9,33.5,81,41,64,987.8,16.12,3.62
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-15,27.2,14.6,20.2,26.5,13.6,19.8,0.0,10.8,27.0,78,35,60,988.4,16.22,3.35
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-16,28.3,14.2,20.4,27.6,13.1,19.6,0.0,14.3,29.5,77,37,60,990.3,16.04,3.76
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-17,29.1,16.3,21.2,29.3,15.8,21.2,0.0,11.7,26.6,82,39,65,990.1,15.83,3.6
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-18,29.5,15.8,20.9,29.2,15.5,20.9,0.0,11.2,25.2,81,35,65,989.3,15.76,3.5
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-19,29.6,14.6,20.7,29.3,13.8,20.9,0.0,8.8,20.5,84,32,64,987.6,15.64,3.24
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-20,28.3,15.2,20.2,27.4,15.0,19.7,0.0,12.5,27.4,87,32,62,988.0,15.64,3.51
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-21,27.3,12.0,18.6,26.9,10.8,17.9,0.0,9.9,15.1,87,30,62,990.9,15.74,3.18
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-22,27.2,12.0,18.4,25.5,11.2,17.2,0.0,11.5,24.5,90,28,61,990.4,15.58,3.38
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-23,27.4,13.2,19.1,25.5,11.7,17.4,0.0,12.2,25.9,70,26,51,989.0,15.57,3.67
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-24,25.6,16.4,19.9,23.5,14.9,18.6,0.0,13.5,27.7,61,36,51,987.8,11.88,3.08
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-25,27.9,14.9,19.5,25.8,13.4,18.0,0.0,14.0,29.2,69,30,55,987.0,15.38,3.68
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-26,26.9,11.8,17.7,25.5,9.9,16.0,0.0,10.7,22.0,72,30,55,988.8,15.62,3.42
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-27,26.9,10.1,17.0,25.8,8.1,15.5,0.0,9.1,21.2,79,29,58,990.3,15.5,3.23
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-28,26.2,9.2,16.5,24.7,7.5,15.2,0.0,10.0,20.5,87,32,64,991.8,15.38,3.04
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-29,25.2,9.8,16.3,23.1,7.8,14.5,0.0,14.5,29.5,81,34,60,991.7,15.43,3.34
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-11-30,25.3,10.0,16.1,24.1,8.1,14.6,0.0,12.0,27.0,85,38,64,989.7,15.23,3.08
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-01,25.2,9.5,16.0,22.8,8.0,14.2,0.0,13.4,29.2,91,32,63,990.2,15.2,3.16
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-02,25.3,10.6,16.0,23.2,8.4,14.2,0.0,11.5,27.0,77,29,60,990.8,14.97,3.1
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-03,24.1,10.3,15.7,23.2,8.4,14.7,0.0,9.0,15.1,86,32,63,991.5,15.07,2.6
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-04,23.2,10.5,15.4,22.0,8.5,14.2,0.0,9.7,15.1,83,35,65,991.2,14.06,2.53
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-05,24.4,10.9,15.9,23.5,9.8,14.8,0.0,9.6,15.1,79,35,63,990.9,14.78,2.66
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-06,24.2,10.4,15.7,23.2,9.6,14.8,0.0,9.9,17.3,89,38,69,991.8,14.52,2.63
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-07,25.2,10.0,15.8,24.1,8.7,14.8,0.0,10.1,17.3,92,32,71,992.1,14.56,2.69
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-08,25.9,10.8,16.7,24.6,9.1,15.4,0.0,10.2,22.3,83,37,63,992.8,14.35,2.97
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-09,24.1,11.3,15.9,20.4,8.2,12.9,0.0,16.1,33.8,67,24,47,993.4,15.14,3.67
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-10,22.4,8.0,13.5,19.2,5.3,11.0,0.0,11.4,26.6,75,28,57,992.0,14.37,2.9
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-11,23.1,7.9,14.2,22.0,5.6,12.6,0.0,10.0,16.6,87,33,65,993.6,14.39,2.56
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-12,23.9,9.5,14.9,22.6,7.5,13.5,0.0,10.4,19.8,87,38,68,995.5,14.3,2.67
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-13,24.3,9.6,15.3,22.2,8.1,13.7,0.0,10.6,23.0,87,35,65,995.9,14.14,2.8
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-14,25.5,11.4,16.8,24.0,9.4,15.1,0.0,12.0,24.5,76,37,60,994.4,13.9,3.06
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-15,26.0,12.3,17.3,25.1,10.3,15.9,0.0,10.5,24.5,79,38,63,992.3,14.07,3.02
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-16,25.5,10.3,17.1,25.8,8.9,16.6,0.0,8.3,17.3,93,43,69,991.8,13.92,2.57
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-17,25.9,11.3,17.3,25.3,10.3,16.8,0.0,10.7,20.5,93,40,72,989.6,13.87,2.7
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-18,26.9,12.8,18.3,26.8,12.2,18.0,0.0,8.2,19.1,90,39,69,987.4,13.97,2.68
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-19,26.2,13.3,18.3,27.1,12.3,18.4,0.0,8.7,18.4,88,50,73,986.2,13.69,2.61
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-20,26.8,12.9,18.3,26.8,12.8,18.5,0.0,10.0,20.9,94,46,77,986.8,13.58,2.62
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-21,26.0,13.9,18.3,24.2,12.9,17.0,0.0,16.3,33.1,88,37,64,987.7,14.19,3.26
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-22,24.3,12.1,16.4,23.1,10.0,15.1,0.0,11.0,23.4,87,39,67,989.0,14.27,2.85
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-23,22.3,10.8,15.5,21.3,9.5,14.5,0.0,9.5,22.7,90,47,73,989.7,13.66,2.46
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-24,18.8,13.4,15.4,18.1,12.2,14.5,3.0,12.2,25.9,91,64,78,988.4,9.04,1.76
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-25,21.5,10.7,15.0,21.8,10.1,14.8,0.0,8.9,15.1,95,53,81,990.3,13.33,2.19
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-26,19.9,10.2,14.3,18.1,9.1,13.5,0.0,11.2,21.6,95,49,80,991.7,11.54,2.0
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-27,19.4,10.9,13.9,16.5,9.2,12.0,0.0,18.2,36.7,95,51,77,991.3,14.11,2.38
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-28,20.9,9.2,13.7,17.5,6.6,11.2,0.0,18.4,36.7,84,38,68,990.7,14.53,2.78
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-29,21.3,7.5,13.9,19.8,5.6,12.4,0.0,9.3,23.0,91,44,68,991.1,14.58,2.51
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-30,19.5,8.1,13.0,18.1,6.1,11.3,0.0,11.4,24.8,91,50,75,990.6,12.47,2.17
New Delhi,delhi,28.6139,77.209,plains,Delhi,2002-12-31,12.7,9.3,10.7,11.8,6.7,8.8,18.1,21.8,38.2,98,83,93,988.2,1.77,0.41
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-01,16.1,9.3,12.3,15.6,7.6,11.3,0.0,11.8,19.8,95,70,86,993.9,9.68,1.47
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-02,15.8,7.9,11.8,14.7,6.3,10.9,0.0,8.2,18.0,100,66,87,995.8,10.76,1.61
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-03,15.1,9.5,12.2,12.9,7.9,10.7,0.1,13.0,26.6,98,66,84,996.4,6.24,1.18
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-04,15.1,9.3,11.4,12.9,6.9,9.4,0.0,16.9,34.6,96,67,85,994.8,14.12,1.85
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-05,16.5,8.0,11.1,15.0,5.5,9.3,0.0,12.7,30.2,95,57,83,994.3,14.93,2.07
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-06,16.2,6.6,10.4,15.6,4.6,9.1,0.0,9.4,14.8,99,61,84,995.1,15.0,2.12
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-07,14.3,5.8,9.3,12.2,4.3,7.6,0.0,12.3,27.0,100,61,87,995.6,13.32,1.72
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-08,15.2,6.7,9.5,13.1,3.9,7.3,0.0,14.1,31.3,94,65,85,994.4,15.11,1.84
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-09,15.3,5.5,9.1,14.2,3.4,7.5,0.0,9.1,20.9,97,58,85,995.4,14.68,1.91
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-10,15.0,4.3,8.5,12.8,1.7,6.3,0.0,13.8,29.5,100,61,88,996.2,12.48,1.57
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-11,16.0,5.9,9.4,13.5,3.6,7.1,0.0,13.0,27.4,95,54,82,995.6,15.43,2.06
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-12,16.1,4.3,9.3,14.8,1.8,7.3,0.0,10.2,23.4,97,51,81,995.7,15.52,2.15
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-13,17.2,5.2,10.0,15.2,2.6,7.7,0.0,14.9,32.4,95,54,81,995.5,15.6,2.17
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-14,17.3,6.1,10.3,14.9,3.5,8.0,0.0,14.3,30.2,94,50,79,995.6,15.75,2.27
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-15,16.5,4.5,9.4,15.8,1.8,7.5,0.0,9.9,16.6,97,53,82,997.2,15.8,2.24
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-16,16.9,4.4,9.7,15.9,1.8,7.8,0.0,10.0,24.1,98,56,83,995.9,15.83,2.2
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-17,16.1,5.6,9.4,15.6,3.6,7.8,0.0,9.6,17.6,100,67,90,995.9,12.57,1.73
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-18,13.8,5.8,8.8,13.3,4.4,7.7,0.0,7.3,13.3,100,74,92,996.7,10.09,1.38
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-19,15.3,5.0,8.7,14.6,3.2,7.2,0.0,7.3,17.3,100,65,88,994.8,11.93,1.61
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-20,14.7,4.4,8.4,13.4,1.9,6.5,0.0,8.8,20.5,99,60,87,993.2,12.74,1.68
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-21,16.3,4.2,8.6,14.6,1.2,6.3,0.0,12.0,25.6,100,54,84,992.0,14.06,1.93
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-22,21.0,5.0,11.1,18.7,2.4,8.9,0.0,15.0,28.4,95,40,75,989.7,16.37,2.64
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-23,22.5,5.9,13.0,21.2,3.8,11.5,0.0,13.8,26.6,96,45,77,987.2,16.15,2.76
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-24,22.4,8.2,13.8,21.8,6.5,12.5,0.0,10.8,23.0,96,43,77,985.7,16.38,2.81
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-25,22.3,7.2,13.4,21.4,5.0,12.1,0.0,9.6,16.2,96,38,76,988.5,16.41,2.7
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-26,24.4,8.9,15.7,24.3,7.0,14.9,0.0,8.8,16.2,90,35,70,990.9,13.44,2.41
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-27,21.6,10.3,16.0,21.6,8.9,15.2,2.3,21.2,37.4,93,64,81,990.4,8.86,1.85
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-28,20.1,13.3,16.2,20.0,13.2,16.5,15.4,10.0,31.3,95,67,85,991.0,10.56,1.82
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-29,20.2,11.8,15.4,20.0,11.3,15.3,0.5,12.5,24.8,100,64,86,992.0,11.15,1.89
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-30,19.7,11.7,15.2,19.5,10.9,14.7,0.0,15.5,26.3,98,65,83,989.6,12.67,2.27
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-01-31,14.7,12.9,13.5,12.8,11.1,12.0,15.4,20.2,37.8,100,76,94,987.8,4.02,0.71
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-01,18.4,11.1,14.7,18.1,10.4,14.0,0.1,14.6,22.7,100,57,82,991.7,10.83,1.74
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-02,17.7,10.9,13.6,17.4,10.6,13.1,0.0,8.4,19.4,100,65,88,996.3,10.14,1.61
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-03,18.9,10.2,13.6,18.3,9.1,12.7,0.0,9.2,21.2,98,53,82,994.9,14.91,2.35
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-04,20.4,8.9,13.9,20.3,7.3,12.9,0.0,10.1,22.7,93,55,78,993.9,17.52,2.83
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-05,21.7,9.6,14.8,21.2,7.9,13.7,0.0,12.7,26.6,93,52,76,993.2,17.89,3.05
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-06,22.4,8.5,15.2,22.3,6.7,14.5,0.0,9.0,17.6,94,44,73,990.8,17.97,3.04
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-07,22.9,10.4,16.1,23.7,8.9,15.8,0.0,9.5,22.7,93,54,78,987.4,16.83,2.86
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-08,22.6,12.1,16.9,23.1,11.1,16.9,0.2,9.7,15.8,92,53,77,987.4,14.57,2.65
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-09,22.4,11.9,15.8,23.2,10.6,15.1,0.0,9.2,21.6,92,41,72,988.3,18.33,3.16
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-10,21.4,9.2,14.4,22.1,7.7,13.5,0.0,9.5,16.9,94,47,73,989.7,18.53,3.14
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-11,21.3,8.8,14.4,21.5,6.9,13.3,0.0,11.7,22.3,91,52,74,990.4,18.53,3.14
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-12,21.3,9.7,15.0,21.0,8.2,13.9,0.0,14.8,27.7,90,50,75,990.4,18.46,3.15
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-13,23.5,11.4,16.2,21.4,9.4,14.3,0.0,18.9,36.7,86,36,65,988.8,18.63,3.7
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-14,24.6,11.0,16.6,23.1,9.3,15.3,0.0,15.6,31.7,88,37,68,988.6,19.0,3.69
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-15,26.2,11.2,17.6,25.6,9.8,17.1,0.0,9.6,22.3,92,33,69,989.8,18.85,3.56
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-16,23.4,13.6,18.3,22.1,12.8,17.4,0.0,15.3,29.5,85,50,69,989.9,13.64,3.04
New Delhi,delhi,28.6139,77.209,plains,Delhi,2003-02-17,22.8,16.8,19.1,20.0,15.7,17.3,0.6,25.1,47.2,78,50,68,987.5,11.21,3.21
