city,city_key,latitude,longitude,region_type,state,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,tmax_normal,tmax_departure,qualifying_day,heatwave,hw_event_id,hw_event_start,hw_event_end,hw_event_length
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-01,26.7,13.4,19.2,26.3,11.9,18.1,0.0,12.9,25.6,73,34,56,1007.5,16.7,3.69,27.238774713839753,-0.5387747138397536,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-02,26.6,12.4,19.1,25.9,9.8,17.3,0.0,13.7,26.3,67,32,50,1007.4,16.94,4.0,27.177484391259107,-0.5774843912591052,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-03,27.6,13.7,19.5,28.7,11.4,18.1,0.0,13.9,27.4,63,36,52,1008.3,17.02,3.98,27.121188865764825,0.4788111342351762,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-04,28.9,13.4,20.8,29.2,10.9,19.4,0.0,13.5,25.2,67,34,50,1009.5,16.98,4.37,27.084456295525495,1.8155437044745035,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-05,29.1,15.6,21.8,30.1,13.3,20.8,0.0,14.8,29.2,70,35,51,1010.2,16.91,4.2,27.051157648283038,2.0488423517169636,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-06,29.6,16.0,21.9,30.0,14.3,21.0,0.0,12.1,23.8,65,30,50,1009.9,17.05,4.26,27.019211758584806,2.5807882414151955,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-07,28.5,14.0,20.8,28.6,12.6,19.7,0.0,10.3,20.5,71,30,51,1010.5,17.31,4.05,26.990699791883454,1.5093002081165459,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-08,28.8,13.5,20.1,28.6,11.8,19.0,0.0,9.7,20.9,68,28,52,1011.0,17.26,3.93,26.97425858480749,1.8257414151925104,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-09,28.5,12.8,20.1,29.3,11.1,19.1,0.0,10.7,21.6,71,32,54,1010.4,17.29,3.93,26.972801768990635,1.5271982310093648,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-10,29.3,13.0,20.3,29.9,11.4,19.2,0.0,9.4,21.6,69,28,51,1009.7,17.7,3.96,26.973322060353798,2.3266779396462027,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-11,29.4,11.8,19.7,29.3,9.7,18.3,0.0,9.8,15.8,72,22,49,1009.8,17.91,3.7,26.99017950052029,2.4098204994797072,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-12,30.8,12.0,20.4,32.0,10.1,19.7,0.0,9.6,17.3,71,31,54,1009.0,17.77,3.82,27.00766129032258,3.79233870967742,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-13,29.3,12.1,20.2,29.9,10.6,19.8,0.0,10.0,18.7,81,31,59,1007.7,17.83,3.89,27.024830905306974,2.2751690946930268,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-14,28.3,13.4,20.4,28.5,12.3,20.4,0.0,10.2,19.1,84,39,64,1007.3,17.65,3.75,27.058129552549428,1.241870447450573,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-15,28.8,13.9,20.3,29.6,12.9,19.7,0.0,9.9,19.1,81,30,58,1008.2,17.94,3.85,27.10297866805411,1.6970213319458907,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-16,29.4,12.6,20.3,29.7,11.1,19.4,0.0,9.9,18.4,79,27,54,1008.1,18.18,3.97,27.131217481789804,2.2687825182101946,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-17,30.0,13.5,20.8,31.5,12.1,20.0,0.0,11.1,18.7,72,28,53,1007.0,18.32,4.02,27.19271592091571,2.8072840790842903,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-18,30.7,12.4,20.7,31.0,10.8,19.6,0.0,10.1,17.6,74,23,51,1007.9,18.49,4.2,27.257127991675336,3.442872008324663,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-19,30.6,12.9,21.4,30.4,11.2,20.1,0.0,10.4,18.7,70,23,48,1009.5,18.24,4.37,27.325702393340272,3.2742976066597294,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-20,30.9,14.2,21.6,32.2,12.1,20.6,0.0,10.8,22.0,59,27,47,1009.1,18.56,4.44,27.377211238293444,3.522788761706554,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-21,30.1,13.3,21.1,31.7,12.1,20.7,0.0,9.9,17.6,78,31,56,1007.9,18.57,4.1,27.422996878251823,2.6770031217481787,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-22,30.3,14.2,21.4,30.8,12.8,20.8,0.0,10.0,18.0,73,26,53,1008.0,18.69,4.24,27.470655567117586,2.829344432882415,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-23,31.7,14.6,21.8,32.6,13.6,21.2,0.0,9.8,19.1,77,28,53,1008.7,18.64,4.25,27.526014568158168,4.173985431841832,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-24,31.6,14.4,21.9,33.2,13.0,21.3,0.0,11.1,21.2,70,24,52,1008.9,18.81,4.27,27.57939646201873,4.02060353798127,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-25,31.7,14.2,21.9,32.7,12.8,21.3,0.0,9.9,18.0,71,25,52,1009.1,18.96,4.35,27.629240374609783,4.070759625390217,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-26,31.8,13.8,22.1,32.3,12.7,21.7,0.0,10.8,18.4,76,26,53,1008.6,19.04,4.3,27.685848074921957,4.114151925078044,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-27,29.4,13.7,21.7,31.0,12.2,21.8,0.0,9.9,23.0,88,37,59,1006.8,18.97,4.16,27.75015608740895,1.6498439125910487,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-28,26.9,16.3,20.7,26.0,14.5,19.4,0.0,10.3,22.7,70,25,50,1006.9,18.83,4.37,27.827471383975027,-0.9274713839750284,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-29,27.9,14.4,20.2,27.0,12.5,18.6,0.0,10.2,24.1,65,22,45,1008.4,18.85,4.37,27.910718002081165,-0.010718002081166134,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-30,29.5,13.5,20.5,29.3,11.0,18.7,0.0,12.7,24.8,60,22,43,1008.8,19.38,4.65,27.990738813735693,1.5092611862643075,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-31,28.5,12.9,19.9,26.7,11.8,18.3,0.0,12.5,28.1,79,20,50,1008.6,19.38,4.59,28.06888657648283,0.4311134235171714,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-01,26.5,15.4,20.1,25.8,13.5,18.4,0.0,12.0,24.5,61,29,46,1008.6,17.65,4.25,28.157544224765868,-1.6575442247658678,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-02,27.2,11.8,19.1,26.6,9.4,17.2,0.0,9.5,24.1,62,26,45,1008.6,19.41,4.38,28.256191467221644,-1.0561914672216446,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-03,29.2,12.7,20.0,29.3,10.3,18.1,0.0,13.7,28.8,59,25,44,1009.4,20.01,4.68,28.360978147762747,0.8390218522372521,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-04,29.3,13.5,20.8,28.9,11.3,19.2,0.0,10.8,20.5,58,24,44,1008.6,19.66,4.64,28.46763787721124,0.8323621227887621,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-05,29.9,14.7,21.7,30.3,12.2,20.3,0.0,10.7,23.4,57,25,42,1006.9,19.61,4.48,28.582934443288238,1.3170655567117606,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-06,32.4,16.2,23.6,33.3,14.7,23.0,0.0,10.7,21.6,60,26,46,1007.5,19.48,4.66,28.7054110301769,3.694588969823098,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-07,32.3,18.9,25.2,34.1,17.7,25.1,0.0,9.6,18.7,59,27,45,1008.3,16.66,4.15,28.82965660770031,3.470343392299686,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-08,31.0,19.1,24.8,31.4,18.8,25.3,0.0,9.0,14.4,64,31,50,1007.2,13.54,3.24,28.9474505723205,2.0525494276795015,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-09,29.4,19.8,24.3,29.5,19.9,24.4,0.0,10.8,22.7,66,37,50,1006.8,11.31,3.12,29.057440166493237,0.3425598335067619,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-10,30.8,18.4,23.8,30.8,17.3,23.3,0.0,13.7,32.0,64,32,50,1008.4,19.81,5.0,29.17617065556712,1.623829344432881,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-11,33.2,18.9,25.2,35.1,17.9,25.9,0.0,13.9,30.6,67,37,54,1009.2,19.27,4.69,29.29375650364204,3.9062434963579626,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-12,32.3,21.0,25.9,33.5,21.7,26.7,0.0,10.0,23.4,69,37,56,1007.3,16.23,4.3,29.42060353798127,2.879396462018729,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-13,26.3,18.8,22.1,25.9,20.2,22.7,0.7,16.3,41.4,81,49,65,1007.2,11.05,2.84,29.567637877211236,-3.2676378772112358,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-14,27.0,16.0,21.5,28.5,16.5,21.8,0.0,10.4,21.6,92,38,63,1007.1,18.48,3.99,29.704058272632675,-2.7040582726326754,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-15,26.8,15.8,21.1,27.2,14.3,19.8,0.0,10.9,24.1,62,33,47,1006.5,20.91,4.88,29.84588969823101,-3.045889698231008,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-16,28.1,14.5,20.9,28.3,12.0,19.4,0.0,14.2,31.7,60,30,45,1005.5,20.94,4.87,29.977523413111342,-1.8775234131113407,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-17,28.5,15.5,22.2,26.7,13.8,20.2,0.1,23.2,42.5,67,28,46,1003.3,18.26,5.49,30.111342351716964,-1.6113423517169636,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-18,23.6,13.8,18.6,22.9,11.8,16.9,0.0,18.4,36.4,64,39,54,1005.3,21.36,4.55,30.240166493236213,-6.640166493236212,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-19,25.0,13.4,18.8,25.7,11.9,17.6,0.0,10.9,23.4,72,35,53,1006.5,21.41,4.51,30.361914672216443,-5.361914672216443,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-20,26.6,14.3,20.0,27.0,12.1,18.6,0.0,11.2,26.6,64,30,49,1006.2,21.45,4.84,30.48293444328824,-3.8829344432882387,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-21,27.5,15.4,21.2,28.5,13.7,19.9,0.0,12.2,25.2,63,28,46,1005.5,21.6,4.9,30.6162330905307,-3.1162330905306987,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-22,28.5,15.0,22.1,28.3,12.8,20.7,0.0,10.0,23.8,55,25,40,1004.3,21.68,4.92,30.74557752341311,-2.245577523413111,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-23,29.0,17.4,22.9,30.1,16.9,23.2,0.0,11.5,27.0,88,35,57,1002.3,19.88,4.55,30.88626430801249,-1.886264308012489,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-24,29.9,19.1,24.3,30.9,19.7,24.7,0.0,14.5,27.4,91,33,59,1002.2,20.55,5.02,31.051404786680543,-1.1514047866805441,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-25,30.6,19.1,24.6,29.6,20.5,24.3,0.0,19.9,40.0,93,28,57,1003.2,21.06,5.63,31.218938605619147,-0.6189386056191459,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-26,29.1,17.7,23.5,28.9,18.3,23.7,0.0,15.2,30.6,87,37,58,1003.5,18.61,4.58,31.3735691987513,-2.2735691987513,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-27,23.3,19.1,20.9,25.6,20.2,22.3,9.3,13.1,40.3,97,53,79,1002.5,6.75,1.75,31.52715920915713,-8.22715920915713,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-28,27.4,16.0,21.3,26.8,13.9,21.4,0.0,14.8,31.0,98,33,66,1004.2,20.59,4.43,31.675234131113424,-4.275234131113425,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-01,26.5,13.7,19.8,25.8,12.4,18.3,0.0,11.2,23.8,74,23,49,1007.4,23.12,5.1,31.83340270551509,-5.333402705515091,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-02,26.9,15.0,20.8,26.6,12.8,19.0,0.0,14.1,29.9,63,29,45,1005.6,22.68,5.45,32.00936524453694,-5.109365244536939,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-03,27.7,13.8,20.9,28.4,10.9,19.0,0.0,10.8,24.1,47,25,37,1004.3,23.4,5.4,32.20218522372529,-4.502185223725288,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-04,29.2,13.9,21.7,30.1,11.0,19.9,0.0,12.2,22.7,46,21,35,1004.1,23.31,5.35,32.39417273673257,-3.194172736732572,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-05,29.5,16.2,22.6,29.1,14.3,20.9,0.0,12.0,28.1,55,22,39,1004.4,22.81,5.56,32.574505723205,-3.074505723205,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-06,30.6,16.8,23.3,29.4,14.0,20.9,0.0,16.2,34.9,45,18,33,1006.8,23.5,6.37,32.740062434963576,-2.140062434963575,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-07,31.3,15.7,23.4,31.5,13.1,21.3,0.0,14.2,31.3,48,20,34,1008.7,23.72,6.17,32.9054110301769,-1.6054110301768993,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-08,31.3,15.7,23.5,32.3,13.6,22.3,0.0,10.0,18.4,52,20,37,1008.0,23.92,5.68,33.06056191467222,-1.7605619146722198,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-09,31.8,16.2,23.4,32.2,14.3,22.1,0.0,10.2,25.6,54,21,40,1007.4,24.03,5.91,33.2162330905307,-1.4162330905306995,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-10,33.7,16.6,24.4,35.6,15.2,23.7,0.0,10.1,20.2,62,21,42,1006.3,24.19,5.79,33.36534859521332,0.3346514047866833,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-11,33.1,19.0,25.8,33.9,17.6,25.4,0.0,12.2,22.7,59,25,41,1006.7,23.86,5.85,33.52362122788762,-0.42362122788761525,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-12,33.7,19.4,26.1,35.0,18.7,25.7,0.0,11.3,22.3,64,25,41,1006.7,23.91,6.06,33.69021852237253,0.00978147762747028,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-13,33.3,17.8,25.3,34.7,15.5,24.1,0.0,10.4,24.1,46,22,34,1006.7,24.64,6.25,33.86555671175858,-0.5655567117585818,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-14,34.6,18.1,26.1,36.6,16.1,25.6,0.0,9.8,18.0,53,18,37,1006.2,24.6,5.71,34.032986472424554,0.5670135275754475,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-15,35.1,18.9,26.4,36.2,17.3,26.3,0.0,9.0,18.0,58,21,39,1006.9,24.57,5.54,34.19209157127992,0.9079084287200843,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-16,35.5,20.8,27.3,37.5,19.7,27.4,0.0,11.6,20.5,55,23,41,1006.4,24.58,6.21,34.337044745057234,1.1629552549427657,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-17,35.6,21.4,27.5,37.9,21.0,28.3,0.0,12.3,22.0,59,28,46,1006.5,24.24,6.0,34.48189386056192,1.1181061394380833,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-18,35.7,21.3,28.1,38.1,21.4,28.9,0.0,11.1,22.0,62,25,46,1006.9,24.39,6.26,34.62133194588971,1.0786680541102953,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-19,35.9,21.4,27.9,37.0,20.5,27.7,0.0,13.7,28.1,53,23,40,1006.1,24.61,6.78,34.77367325702394,1.1263267429760617,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-20,35.1,21.0,27.6,35.8,19.1,27.0,0.0,14.6,28.4,53,22,37,1005.3,23.68,6.42,34.93246618106139,0.1675338189386082,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-21,35.6,22.5,28.7,35.5,22.4,28.1,0.0,21.1,41.4,62,22,39,1003.9,24.49,7.47,35.09646201873049,0.5035379812695098,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-22,34.3,22.6,28.3,34.9,22.0,27.8,0.0,25.9,50.4,63,28,46,1003.1,24.43,7.78,35.26295525494276,-0.9629552549427629,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-23,30.2,18.4,24.4,27.7,14.4,21.4,0.0,21.8,43.2,51,11,29,1003.7,25.94,7.52,35.42403746097815,-5.224037460978149,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-24,30.0,14.0,21.8,28.6,10.0,18.9,0.0,10.7,24.8,39,12,24,1004.6,26.4,6.55,35.5633714880333,-5.563371488033297,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-25,30.9,14.2,22.8,32.0,11.2,21.2,0.0,10.5,15.5,43,15,30,1004.2,26.09,5.55,35.70874089490115,-4.808740894901149,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-26,31.9,18.0,24.8,31.6,15.4,23.7,0.0,13.2,24.1,52,20,37,1002.2,21.55,5.59,35.84141519250781,-3.9414151925078116,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-27,32.4,23.1,27.4,33.5,23.8,28.7,0.0,19.2,43.2,81,40,59,1001.1,19.3,5.42,35.971175858480755,-3.571175858480757,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-28,33.8,22.5,27.5,34.5,24.2,28.6,0.0,15.1,30.2,82,26,54,1002.3,22.34,5.92,36.10332986472424,-2.3033298647242404,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-29,33.4,21.1,26.9,34.5,21.3,27.2,0.0,17.9,34.6,70,27,47,1003.8,25.08,6.5,36.25202913631634,-2.8520291363163395,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-30,32.8,20.3,26.3,33.7,19.4,25.6,0.0,10.9,25.2,57,20,39,1004.5,26.01,6.6,36.39479708636837,-3.5947970863683736,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-31,33.9,19.9,27.2,35.8,18.5,26.5,0.0,15.9,31.3,50,22,35,1004.2,25.97,6.57,36.52226847034339,-2.6222684703433927,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-01,34.1,20.3,27.4,35.4,19.5,26.3,0.0,15.8,34.9,52,22,34,1004.0,25.98,7.12,36.63465140478668,-2.534651404786679,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-02,34.7,20.9,27.3,35.4,18.7,26.0,0.0,13.7,27.7,40,19,32,1003.3,26.01,7.21,36.72851196670135,-2.0285119667013447,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-03,35.0,21.2,27.3,35.4,19.2,26.5,0.0,13.0,25.2,44,18,34,1003.7,26.27,6.87,36.81966701352758,-1.819667013527578,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-04,35.8,19.8,28.2,38.3,19.1,28.9,0.0,9.4,18.0,68,23,41,1001.8,26.16,6.19,36.90759625390219,-1.1075962539021944,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-05,36.3,22.6,29.5,39.5,21.8,29.9,0.0,13.4,22.7,51,25,38,1000.1,25.99,7.0,37.002809573361084,-0.7028095733610868,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-06,35.9,23.3,29.6,37.6,26.4,31.4,0.0,13.2,29.5,84,28,52,1000.4,25.51,6.76,37.101248699271586,-1.2012486992715878,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-07,37.2,23.5,29.7,37.8,25.5,30.6,0.0,14.4,27.7,71,19,44,1002.6,26.12,7.04,37.206555671175856,-0.006555671175853206,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-08,35.6,23.5,29.0,36.2,21.9,28.0,0.0,15.6,33.1,45,22,35,1003.0,26.89,7.93,37.31342351716962,-1.7134235171696162,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-09,36.5,21.4,28.5,38.2,20.0,28.9,0.0,11.2,26.3,79,22,45,1000.1,26.73,6.99,37.419250780437046,-0.9192507804370464,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-10,36.8,22.7,29.4,38.6,21.9,29.6,0.0,12.0,25.6,56,20,37,999.0,26.69,6.9,37.53048907388138,-0.7304890738813796,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-11,37.6,22.6,30.2,37.9,22.8,30.2,0.0,13.2,29.5,66,17,38,1000.7,26.61,7.52,37.64599375650365,-0.04599375650364834,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-12,37.1,24.6,30.6,37.5,24.7,31.1,0.0,16.3,33.1,65,24,43,1001.3,26.6,7.9,37.769719042663894,-0.6697190426638926,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-13,36.6,24.3,30.6,39.0,24.6,31.4,0.0,15.7,29.9,61,24,42,1000.8,26.79,7.35,37.881581685744024,-1.2815816857440225,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-14,37.9,23.8,30.8,40.3,24.5,31.8,0.0,10.9,24.1,69,23,41,1000.2,26.59,7.07,37.993028095733614,-0.09302809573361515,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-15,38.0,23.9,31.0,40.7,24.3,31.9,0.0,9.7,24.5,57,21,38,999.1,26.88,6.96,38.103329864724245,-0.10332986472424466,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-16,38.3,24.4,31.2,41.0,25.1,32.5,0.0,11.5,23.4,67,26,41,999.8,26.78,7.16,38.21592091571279,0.0840790842872039,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-17,38.8,25.2,31.3,40.4,25.9,32.2,0.0,12.5,28.1,66,21,41,1001.1,26.97,7.61,38.33028095733611,0.46971904266388975,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-18,39.8,25.2,31.9,39.5,26.8,32.1,0.0,18.0,33.1,69,14,40,1000.0,27.51,8.5,38.43142559833506,1.3685744016649366,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-19,40.2,23.3,31.9,40.9,24.5,32.5,0.0,18.4,34.9,76,20,44,998.9,27.27,8.66,38.52434963579604,1.6756503642039604,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-20,39.4,23.6,31.1,39.7,26.8,32.2,0.0,20.3,40.3,83,17,48,999.2,27.36,8.19,38.60405827263268,0.795941727367321,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-21,37.9,23.6,30.1,39.1,26.3,32.2,0.0,18.4,38.9,80,27,56,1000.2,27.21,7.47,38.68324661810614,-0.7832466181061406,0,0,0,,,0
