city,city_key,latitude,longitude,region_type,state,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,tmax_normal,tmax_departure,qualifying_day,heatwave,hw_event_id,hw_event_start,hw_event_end,hw_event_length
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-01-26,22.4,10.6,16.0,19.7,7.1,12.8,0.0,14.7,31.7,48,27,39,1007.1,18.93,4.41,27.685848074921957,-5.285848074921958,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-01-27,23.4,9.0,15.6,23.1,5.6,13.3,0.0,10.8,21.6,65,32,48,1008.4,19.03,3.92,27.75015608740895,-4.350156087408951,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-01-28,25.0,9.5,17.2,24.8,7.2,15.6,0.0,9.3,18.0,78,33,53,1007.6,18.47,3.77,27.827471383975027,-2.827471383975027,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-01-29,25.3,12.2,19.1,23.7,9.5,17.1,0.0,12.8,27.4,62,23,45,1005.7,16.48,4.0,27.910718002081165,-2.610718002081164,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-01-30,24.9,15.0,19.3,23.2,12.4,18.0,0.0,15.1,27.0,91,25,57,1004.4,19.18,4.2,27.990738813735693,-3.090738813735694,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-01-31,24.6,10.7,17.1,22.7,7.4,14.3,0.0,11.8,28.1,55,21,39,1006.7,19.8,4.37,28.06888657648283,-3.468886576482827,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-01,25.2,10.3,17.2,24.7,7.0,14.8,0.0,12.6,23.0,61,23,41,1006.6,19.75,4.1,28.157544224765868,-2.9575442247658685,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-02,25.9,11.0,18.7,23.9,8.7,16.5,0.0,12.0,24.5,66,26,46,1004.5,17.17,4.19,28.256191467221644,-2.3561914672216453,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-03,22.4,13.4,17.7,20.8,11.5,16.1,0.0,16.0,29.2,82,34,59,1004.9,19.71,3.96,28.360978147762747,-5.960978147762749,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-04,21.5,10.0,15.3,20.1,7.7,13.1,0.0,12.2,28.4,76,34,54,1006.8,19.99,3.93,28.46763787721124,-6.967637877211239,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-05,21.9,8.4,15.2,20.0,5.7,12.8,0.0,11.5,27.4,73,29,51,1008.1,20.02,4.04,28.582934443288238,-6.682934443288239,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-06,20.8,9.5,15.1,18.5,7.7,12.3,0.0,14.2,29.5,74,31,48,1008.5,18.03,3.91,28.7054110301769,-7.9054110301769,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-07,18.9,7.7,13.1,16.9,3.9,9.8,0.0,12.0,28.4,51,32,39,1008.8,20.56,4.01,28.82965660770031,-9.929656607700313,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-08,21.0,6.9,14.0,18.4,3.6,10.6,0.0,13.0,29.2,59,22,40,1009.4,20.83,4.38,28.9474505723205,-7.9474505723204985,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-09,22.4,9.2,15.4,19.9,5.2,11.8,0.0,16.2,35.3,48,22,37,1010.3,20.84,4.8,29.057440166493237,-6.657440166493238,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-10,23.6,8.6,15.9,21.9,4.9,12.7,0.0,13.9,31.0,52,24,39,1008.7,20.87,4.7,29.17617065556712,-5.576170655567118,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-11,25.2,10.1,16.8,22.9,6.5,13.5,0.0,14.1,30.2,51,19,38,1008.8,21.11,5.01,29.29375650364204,-4.093756503642041,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-12,25.8,10.7,17.4,22.8,6.7,13.8,0.0,18.2,37.4,47,17,35,1009.7,21.38,5.46,29.42060353798127,-3.6206035379812676,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-13,26.0,12.1,17.8,23.6,7.6,14.2,0.0,18.7,38.5,49,19,33,1009.8,21.61,5.56,29.567637877211236,-3.5676378772112365,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-14,29.2,11.7,19.3,28.8,8.1,16.8,0.0,15.1,29.9,52,24,38,1009.1,21.19,5.23,29.704058272632675,-0.5040582726326761,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-15,30.2,12.4,20.4,31.1,9.8,18.7,0.0,11.7,23.0,57,25,43,1009.1,21.17,4.94,29.84588969823101,0.3541103017689906,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-16,31.6,13.7,21.2,31.6,11.7,19.9,0.0,10.5,22.0,63,24,46,1008.8,21.29,5.01,29.977523413111342,1.6224765868886593,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-17,30.7,13.3,21.4,30.4,10.7,19.7,0.0,10.5,22.3,60,20,43,1008.1,21.59,5.2,30.111342351716964,0.5886576482830357,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-18,32.0,14.7,22.3,33.2,13.2,21.8,0.0,10.2,18.4,74,24,51,1006.8,21.27,4.87,30.240166493236213,1.759833506763787,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-19,32.5,16.0,23.1,33.0,14.7,22.3,0.0,10.7,15.8,69,19,46,1006.7,21.61,5.01,30.361914672216443,2.138085327783557,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-20,32.1,14.5,22.5,32.4,11.5,20.9,0.0,12.5,24.5,57,20,37,1007.4,21.82,5.26,30.48293444328824,1.6170655567117613,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-21,32.3,13.6,23.2,32.7,11.6,22.4,0.0,10.1,15.5,66,20,42,1007.7,21.81,4.79,30.6162330905307,1.6837669094692984,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-22,32.3,15.3,23.5,31.4,13.1,22.5,0.0,10.8,23.0,60,20,43,1006.7,21.96,5.26,30.74557752341311,1.5544224765868861,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-23,30.2,16.4,23.0,31.9,17.3,23.4,0.0,10.1,23.0,94,35,59,1006.1,21.44,4.88,30.88626430801249,-0.6862643080124897,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-24,29.5,14.6,21.9,30.2,12.4,20.6,0.0,10.2,15.8,62,21,40,1006.6,22.62,4.98,31.051404786680543,-1.5514047866805427,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-25,30.2,16.7,22.7,29.8,14.3,21.0,0.0,12.7,22.7,52,22,38,1007.3,22.51,5.66,31.218938605619147,-1.018938605619148,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-26,30.2,15.0,21.9,29.0,12.2,19.4,0.0,11.5,23.8,51,15,33,1007.7,23.1,5.82,31.3735691987513,-1.1735691987513022,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-27,31.6,14.5,22.1,30.8,11.4,19.8,0.0,14.7,29.9,50,18,35,1008.7,23.17,5.97,31.52715920915713,0.07284079084287143,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-28,33.2,15.6,23.4,32.6,13.0,21.6,0.0,13.1,24.5,55,17,37,1008.0,23.17,5.88,31.675234131113424,1.524765868886579,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-02-29,34.5,14.5,23.9,35.7,12.5,23.1,0.0,9.8,16.6,61,18,42,1005.8,23.14,5.33,31.83340270551509,2.666597294484909,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-01,33.4,15.2,24.4,33.3,13.9,23.6,0.0,9.0,19.4,71,18,42,1004.0,23.37,5.29,32.00936524453694,1.3906347554630614,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-02,32.7,14.9,24.5,32.7,12.5,23.5,0.0,8.7,19.8,53,20,37,1004.6,23.29,5.26,32.20218522372529,0.4978147762747156,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-03,33.6,15.3,25.2,36.2,14.3,25.8,0.0,9.1,16.2,78,30,49,1005.0,22.99,5.15,32.39417273673257,1.2058272632674303,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-04,34.4,18.0,26.5,35.8,17.7,26.9,0.0,8.0,16.2,70,21,44,1003.6,23.26,5.11,32.574505723205,1.8254942767949984,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-05,34.1,17.6,25.6,36.0,15.7,25.4,0.0,9.3,18.4,61,24,41,1004.5,23.41,5.57,32.740062434963576,1.3599375650364252,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-06,34.0,17.0,25.1,35.8,15.6,25.2,0.0,9.5,19.1,63,25,47,1005.8,23.58,5.58,32.9054110301769,1.0945889698231,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-07,32.9,18.1,24.7,33.8,16.8,24.2,0.0,11.4,24.8,61,24,46,1006.7,23.55,5.91,33.06056191467222,-0.16056191467222192,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-08,34.3,16.5,24.8,34.1,15.7,24.0,0.0,11.0,23.4,70,18,44,1005.5,23.45,5.96,33.2162330905307,1.083766909469297,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-09,35.1,16.3,25.4,34.4,14.7,24.4,0.0,10.5,23.4,61,16,39,1004.7,23.71,6.1,33.36534859521332,1.734651404786682,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-10,36.0,20.6,27.2,34.8,19.1,26.1,0.0,13.2,26.6,46,21,36,1004.2,18.38,5.7,33.52362122788762,2.4763787721123833,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-11,32.7,24.9,27.9,33.3,23.4,27.7,0.0,15.9,36.7,56,30,40,1002.9,16.97,5.14,33.69021852237253,-0.9902185223725297,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-12,32.5,23.4,27.0,33.0,22.5,26.6,0.4,16.2,32.8,59,32,43,1002.9,19.2,5.8,33.86555671175858,-1.365556711758579,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-13,33.3,21.2,26.8,35.5,20.5,26.6,0.1,16.3,35.6,61,31,44,1003.4,21.77,6.06,34.032986472424554,-0.7329864724245567,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-14,34.7,21.4,27.6,36.2,20.7,27.6,0.0,13.4,27.0,57,26,42,1003.9,23.74,6.35,34.19209157127992,0.5079084287200857,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-15,35.3,20.6,27.7,36.4,19.7,27.8,0.0,9.5,18.4,53,20,40,1003.1,24.22,6.1,34.337044745057234,0.9629552549427629,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-16,36.3,19.8,27.8,38.2,19.4,28.2,0.0,9.2,18.0,62,22,42,1002.6,24.31,6.04,34.48189386056192,1.818106139438079,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-17,36.3,20.9,28.1,37.3,20.3,27.9,0.0,9.3,23.8,57,21,40,1001.6,24.53,6.52,34.62133194588971,1.6786680541102896,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-18,35.7,21.9,27.7,36.1,20.4,26.8,0.0,13.4,24.1,54,19,35,1000.3,24.93,6.94,34.77367325702394,0.926326742976066,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-19,33.2,18.0,25.6,35.3,18.0,25.8,0.0,11.3,23.8,74,26,47,999.7,25.21,6.06,34.93246618106139,-1.7324661810613904,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-20,35.8,20.1,27.7,36.6,19.9,28.2,0.0,8.7,19.4,72,17,43,999.2,25.14,5.97,35.09646201873049,0.7035379812695055,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-21,36.8,18.9,28.6,37.6,17.5,28.2,0.0,9.7,16.2,55,14,32,999.3,25.61,5.72,35.26295525494276,1.537044745057237,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-22,36.7,19.6,28.3,37.6,17.9,27.6,0.0,10.3,17.6,49,17,33,999.1,25.59,6.81,35.42403746097815,1.2759625390218545,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-23,37.5,20.9,28.4,37.7,19.2,27.7,0.0,10.2,23.4,51,17,32,999.2,25.3,6.8,35.5633714880333,1.9366285119667026,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-24,36.2,21.7,28.1,37.8,20.6,28.4,0.0,9.4,24.1,58,23,40,1000.1,23.9,5.88,35.70874089490115,0.4912591050988553,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-25,35.3,21.3,27.9,37.4,23.2,29.3,0.0,10.8,26.6,79,27,52,1001.2,24.44,6.04,35.84141519250781,-0.541415192507813,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-26,35.8,22.3,28.6,38.6,23.7,30.2,0.0,9.8,21.2,74,29,49,1002.3,24.11,5.85,35.971175858480755,-0.17117585848075834,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-27,36.6,21.9,29.3,39.0,22.7,30.9,0.0,10.5,19.1,67,24,45,1001.6,23.65,5.55,36.10332986472424,0.49667013527576387,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-28,37.5,23.9,30.2,38.4,23.5,30.4,0.0,11.2,30.6,59,20,38,1000.5,25.57,6.98,36.25202913631634,1.247970863683662,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-29,36.4,23.2,29.4,37.8,22.3,29.6,0.0,10.2,26.3,50,22,38,1001.3,25.59,6.9,36.39479708636837,0.005202913631627837,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-30,35.0,23.0,28.6,36.5,22.9,29.0,0.0,12.3,28.4,59,28,43,1001.6,21.25,5.81,36.52226847034339,-1.5222684703433913,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-03-31,32.5,20.4,26.7,33.4,22.1,27.9,0.0,15.4,31.3,83,31,56,1001.4,25.98,6.34,36.63465140478668,-4.1346514047866805,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-01,33.8,21.5,27.2,35.4,24.4,29.6,0.0,16.3,33.5,89,38,65,1002.1,25.37,6.02,36.72851196670135,-2.9285119667013504,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-02,34.3,21.5,27.3,35.7,24.2,29.3,0.0,12.2,28.4,86,30,59,1003.2,25.87,6.12,36.81966701352758,-2.519667013527581,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-03,32.8,21.6,26.9,36.1,24.1,29.1,0.0,11.6,26.3,90,38,61,1003.7,25.11,5.84,36.90759625390219,-4.107596253902194,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-04,31.7,22.0,25.0,33.5,23.7,27.2,2.0,16.3,34.6,78,44,68,1002.4,20.52,4.65,37.002809573361084,-5.302809573361085,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-05,32.9,19.7,26.4,36.7,21.8,29.2,0.0,8.7,23.4,86,40,64,1003.9,24.76,5.39,37.101248699271586,-4.201248699271588,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-06,34.3,22.0,27.7,36.6,23.9,29.2,0.0,11.2,27.7,80,25,52,1007.3,25.38,5.99,37.206555671175856,-2.906555671175859,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-07,35.9,22.7,28.9,36.3,21.9,28.3,0.0,17.4,35.3,50,24,36,1005.4,23.19,6.69,37.31342351716962,-1.413423517169619,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-08,36.7,23.3,29.6,37.5,22.0,29.7,0.0,11.7,30.2,50,22,36,1003.6,24.88,6.7,37.419250780437046,-0.7192507804370436,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-09,37.2,24.1,30.5,39.7,24.1,31.7,0.0,10.2,22.0,53,24,40,1003.1,24.71,6.07,37.53048907388138,-0.33048907388137394,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-10,37.3,25.4,31.0,38.9,23.7,31.0,0.0,14.7,33.1,49,24,35,1003.5,26.34,7.87,37.64599375650365,-0.3459937565036526,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-11,37.8,24.3,30.8,38.9,23.5,30.6,0.0,13.0,28.4,47,22,34,1001.3,26.49,7.95,37.769719042663894,0.030280957336103143,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-12,37.2,22.4,29.9,40.5,24.7,32.1,0.0,12.4,25.6,90,29,52,1000.0,26.25,6.8,37.881581685744024,-0.6815816857440211,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-13,38.6,24.8,31.2,39.9,27.9,32.8,0.0,15.5,29.2,78,22,47,999.8,26.5,7.49,37.993028095733614,0.6069719042663877,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-14,38.0,24.0,31.2,39.5,25.1,31.7,0.0,13.3,27.0,63,24,39,999.3,26.73,7.78,38.103329864724245,-0.10332986472424466,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-15,38.3,23.5,31.0,38.8,24.6,31.1,0.0,13.1,28.4,70,18,38,1000.2,27.22,7.79,38.21592091571279,0.0840790842872039,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-16,37.4,23.3,30.5,40.2,23.6,31.5,0.0,11.1,25.9,58,28,42,1001.1,26.5,7.2,38.33028095733611,-0.9302809573361088,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-17,38.0,23.5,30.7,39.5,23.0,31.0,0.0,11.4,21.2,55,16,35,1000.6,27.41,7.25,38.43142559833506,-0.43142559833506056,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-18,38.0,21.8,29.7,38.7,20.6,29.1,0.0,11.5,22.3,45,15,30,999.9,27.77,7.35,38.52434963579604,-0.5243496357960424,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-19,37.6,22.6,30.3,39.8,20.9,30.2,0.0,9.9,22.3,48,18,31,1000.8,27.7,7.03,38.60405827263268,-1.004058272632676,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-20,38.2,23.4,31.0,39.3,22.6,30.8,0.0,11.0,24.1,47,17,31,1001.4,27.54,7.4,38.68324661810614,-0.48324661810613634,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-21,39.2,25.3,31.9,40.2,26.0,32.4,0.0,14.6,29.2,57,20,37,1000.6,27.22,7.86,38.76482830385015,0.4351716961498511,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-22,39.2,25.4,32.0,39.7,25.3,31.9,0.0,14.3,31.7,50,16,34,1001.3,27.57,8.36,38.851300728407914,0.34869927159208913,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-23,38.7,25.5,31.8,40.0,24.6,31.3,0.0,14.3,28.4,47,17,31,1002.3,27.77,8.23,38.95171696149844,-0.25171696149843825,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-24,39.4,23.2,32.0,40.9,23.8,33.1,0.0,11.1,26.3,70,19,38,1001.1,27.5,7.14,39.042663891779405,0.3573361082205935,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-25,40.4,25.0,32.8,42.4,25.9,34.2,0.0,10.1,23.4,60,19,38,1000.1,27.46,7.21,39.132362122788756,1.2676378772112429,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-26,40.7,26.9,33.5,43.2,27.0,35.0,0.0,11.4,19.1,50,19,37,999.7,27.42,7.41,39.215712799167534,1.484287200832469,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-27,40.3,24.8,32.3,41.5,24.8,33.3,0.0,11.7,25.9,61,16,38,997.2,27.75,7.81,39.296982310093654,1.0030176899063434,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-28,39.3,23.9,31.5,40.8,24.4,33.0,0.0,16.3,28.8,66,20,43,996.4,27.98,7.51,39.36441207075963,-0.06441207075963007,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-29,38.2,23.6,31.0,40.2,23.5,32.3,0.0,10.4,20.9,62,21,41,997.4,27.71,7.09,39.430593132154,-1.2305931321539987,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-04-30,37.1,24.6,31.1,37.4,26.5,32.5,0.0,13.3,29.9,69,21,45,999.8,24.69,6.87,39.511966701352755,-2.4119667013527533,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-01,39.0,25.7,32.3,38.9,27.8,32.4,0.0,18.1,34.9,64,16,37,999.2,26.08,8.31,39.58293444328824,-0.582934443288238,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-02,38.8,24.8,31.4,40.2,27.6,33.4,0.0,15.2,29.5,78,26,49,997.4,27.15,7.71,39.66077003121748,-0.8607700312174842,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-03,39.8,25.4,31.9,40.8,28.4,34.0,0.0,17.8,35.6,76,23,50,997.2,27.41,7.89,39.73080124869927,0.06919875130072484,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-04,38.1,25.9,31.2,40.6,28.9,34.0,0.0,16.1,36.0,72,31,54,998.7,27.32,7.44,39.797606659729446,-1.6976066597294448,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-05,38.3,25.6,31.4,40.9,28.5,34.3,0.0,15.4,36.4,74,29,54,999.5,27.18,7.39,39.864308012486994,-1.5643080124869968,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-06,37.5,26.6,31.0,40.6,29.8,34.6,0.0,20.2,35.3,79,38,61,998.7,24.57,6.7,39.93922996878252,-2.43922996878252,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-07,37.5,26.6,31.1,39.5,30.6,34.7,0.0,17.4,32.8,80,35,60,999.5,26.75,6.91,40.00978147762748,-2.5097814776274774,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-08,37.8,27.1,31.8,39.7,30.4,35.3,0.0,15.3,33.5,76,32,57,1000.9,27.09,7.29,40.074297606659734,-2.2742976066597365,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-09,37.4,26.2,31.3,40.3,30.5,34.8,0.0,14.9,33.5,81,36,58,1001.3,26.39,6.91,40.12445369406868,-2.7244536940686785,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-10,37.6,25.2,30.8,39.1,29.0,33.9,0.0,14.8,32.0,83,34,58,1000.9,25.48,6.75,40.17169614984391,-2.571696149843909,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-11,38.7,25.2,31.2,40.1,29.2,34.2,0.0,14.4,29.5,87,27,57,1000.5,27.31,7.18,40.2108220603538,-1.5108220603537958,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-12,39.2,25.5,31.5,40.3,30.0,34.7,0.0,15.8,34.2,86,29,58,1000.1,27.27,7.29,40.22882414151925,-1.0288241415192445,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-13,39.2,26.0,31.8,40.8,29.1,34.8,0.0,15.1,33.1,79,29,54,1001.0,27.42,7.48,40.23642039542143,-1.0364203954214304,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-14,38.9,25.9,32.1,40.5,29.8,34.0,0.0,20.2,39.2,80,23,50,1001.5,27.26,8.32,40.24297606659729,-1.342976066597295,0,0,0,,,0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,2008-05-15,39.6,26.4,32.2,40.8,29.2,34.1,0.0,17.8,36.0,74,22,49,1001.0,27.11,8.13,40.2462018730489,-0.6462018730489021,0,0,0,,,0
